rownum,id,user,text
503,1692295830,justsara08,i'm about to go to bed though because that 3 hrs last night just didn't work well for me. have a goodnight everyone
504,2000028129,OCSTEPH,my teeth hurt
505,1676254597,psyche101,yeeeyy.. I am following Cris here
506,1556780837,nzdeany,@wendywings  started raining in Mt Eden
507,1992345158,bcyrjewelry,@rubygirljewelry ooooh I loved it!!! @daniellejewelry apparently mine only had it dubbed  but still - it was great!
508,2197218718,LacazBrv16,Nothing like always im such a poorr
509,1986123328,glitterjohn10,Back home! With a sunburnt nose  @ Home http://loopt.us/ECK0MA.t
510,1694929606,epidaetia,@memunish looks same in Noida too
511,2063692491,PinoyTarsier,@psuede thanks to you...  hug hug hug... *hang on psuede's tail*
512,1933085723,thehappykid,"@akomuzikera thank you too.  that's true, when i write, a lyric is normally attached to a melody or even a harmony. i enjoy it a lot. "
513,1827327241,BeachMomof2,@larryfleckinger  And unloading in the few minutes it took me to get home.  Too bad it didn't last for very long!!
514,1468821025,cjoneill,@BrisbaneGirl 'hen' style may or may not involve making promises OTHER people need to deliver ... no such concerns here
515,1695081624,LauraaGee,@tommcfly I just read online the article you mentioned..meh.  I am very happy to be stuck on you and the guys--just try and get rid of me
516,2327667903,SoEmy,@ItsOnAlexa Ewww.
517,1686776067,clarararalet,"@wendybu i don't want to think about design now, tomorrow or in a few years time!  i hope i have enough stamina to last 3.1 and 3.2!"
518,1771133427,GABBYiSACTiVE,@Moni7dSHEGETDOE yippie! you're totally rad lol
519,2284778560,shandischlegel,my kitty is sick. Im actually worried that she is dying. She hasnt been able to keep anything down for the last few days.
520,2045331303,Becky6638, I'm So Bored It's Unbelievable
521,1792818025,Salmzz,super excited
522,2176524863,Allannah_Chan,tweet tweet!  Cut out my cosplay costume pattern!! keep up to date with my progress: http://tartan-faerie.deviantart.com/ XD thankee-sai!
523,2296051689,sophie_mattes,In starbucks hiding from the pouring rain when I got no umbrella or jacket  ha x
524,2001869151,alexisstar22,@PaigeLovesMcFly oh yh by the way mark ent on loll! he sent me a message yesterday lol! i was just replyin
525,1976905116,FLWbooks,"If you're enjoying my recommendations, please take a moment for The Pledge-- it's free and keeps me tweeting. Thanks  http://bit.ly/pl"
526,2187057903,MeLikeiPhone,AHHHHHH! no twitter for an hour tomorrow  Twitter down for 1 hour at 2pm PST. Darn.
527,1752692138,Keiran,I need to remember not to accidentally skip meals. It always makes me sick.  I also need to remember to go to bed. G'nite Twitterverse.
528,1686209644,ChrisMDixon,@SoulIsTheGoal what the hell is an uke?  it sounds cool ... i want one ..
529,1793753832,piglettoes,"@TomFelton oh my god, youre scared of needles? how ironic for a big guy like you! i hope you feel a lot better "
530,2179741912,sweet_kiwi57,@learnin2breathe ick. I hate allergies! Going thru all that too.  Sucks.
531,2191682889,leeleykeel,@redshoeartist wait. can u tell its morning? aren't cobwebs and spiderwebs the same thing. welcome to my world. spazzzzzzzzzzzzzz
532,1558066194,ThisModern_Love,"Alrighty, focus slowly slipping away, I'm now on YouTube!  "
533,2219477892,rayyy_,@gfalcone601 your very slack on your tweets lately
534,2223134641,sofehh,i reeeeeeeeeeeeeeeeally wanna see jb on 21st too.
535,1880265102,Cosmonautix,livejournal.com - 10 years! yeaaay!
536,1990987419,KelseyProud,First day at @PBS
537,2181662720,ramsesja,@elle_i_zee Scottsdale road and osborn is where I'm going...I forget the name though
538,2218192969,Canadian_Paula,@MGiraudOfficial Were you upset about the Red Wings losing?  I sure was.
539,1976877451,osmaaar,"@jeffreecuntstar, oh my gosh i want see it "
540,1999394392,Symplicity00,http://bit.ly/CfR6k Check out the beautiful wave images
541,1989694636,jescikalovesyou,"@TokyoChaos aw, i couldnt make it  how was it though?"
542,2052659669,iambiglee,I lost my keys BULLSHIT  where's @dollfcekilla I'm hurtin
543,2217570211,CaddyBabe08,FLSYC was awesome =] missin my peeps tho
544,2193527055,stephgramling,Headed 2 Islands of Adventure...it is SO hot!!! Can't wait 2 ride Spiderman  I love that ride!
545,2064541790,carolyn00,has left her head in bed ......lol
546,1793481123,fkgurl,@cherrythegreat Naman! Labs kita eh!  See yah later!
547,1882835414,SeiterMiller,"LUNCH is served today! BUT, please tidy up before heading out for the long weekend "
548,2051705887,BarackOMamba24,@PhatSamoan You have made a wise decision... Welcome to the 2K family...
549,2068719169,crazykriz106,Woohoo I get to go outside and do carts....my feet hurt
550,2060473622,babz54321,"@Samisaac ... in a band called Tall Ships. I thought they were really good and he said he was playing @ your album launch party, which is "
551,1794155805,DearlyDemented7,Soooo tired  Don't actually know if I slept at all last night.
552,1574066455,chloelopeztan,good day!  // blessed vibes!
553,2255524777,DiyanaRazinah,Can't sleep. Times like these I wish mum got me sleeping pills
554,2217738967,FuckingMatylda,@mumbleguy fuckin cats  I got perhaps 6 n half hours sleep  not enough
555,1992518540,williger,@e_vanorden that tweet was so last week  meet me and @tamcdonald there TODAY at 11:30 for all you can eat Sushi!  It's now a tradition!
556,1882164305,stevenvanwel,@renn Awesome! Etching my MacBook next please
557,1982889959,Vemsteroo,@Treagus It is indeed me in a mad hair moment... I'm still happy that my hair can do such maneouvres!
558,2046904374,DIGITALHOMMIE,KAY SO I DIDNT HAVE SUBWAY.. LINE WAS 2 BIG.. HAD TBELL WASENT WHAT I WANTED BUT WILL DO....  TRYNA STAY AWAY FROM FAST FOOD SO SO HARD
559,2045625923,Edubb10,"This day is flying byyyy...love friday, even if I have to work this sunday. Off to LI to watch my Lizard tear it up  hit the cell"
560,1992936167,stephaniebabee,Heyy guys sitting in my garden my massive pools up.
561,2052095290,Keshniifi,@theteganandsara why torment us
562,2065197632,JackShockley,@kailaengland Nice! Have lots of fun!
563,1975409845,kristatorres,Heading to SF for the evening. Should be a lot of fun
564,1880402364,Skelp,Want some #techno for the weekend?Go to http://www.djskelp.com for downloadable mixes
565,2032886488,NikkiSebastian,"@GaryPranzo I know!! I email u a few months ago and no answer, i have time in june &amp; july "
566,1990969157,palcantara,@divinayu its also someone elses fault his fantasy baseball team sucks
567,2057923491,SolakNC,@nsj I don't see &quot;Weed the garden&quot; on that list.
568,1692636796,amer369,Still revising
569,2327988835,dearbradenton,"@nikkatron i figured you would be even more mad if i had signed on and not let you know  i was barely on though, i got angry. what's new."
570,1880514399,booger555,just getting home.. i had an awsome night. hope there is another night like this
571,2046198952,Memph,"I have a new bearing AT HOME! So one of the lads is driving me home with wheel hub early doors in t morning, good lads in the TR register "
572,1834088017,Larissa_SG,@kricket_rc234 @lettucegirl There's no way anyone cld hv told anyone who's not @ the hotel abt the M&amp;G. It was so sudden &amp; last-minute.
573,2178021275,ennyjjen,School fieldtrip with Julian.. Cell phones are frowned upon
574,1999136014,MichelleBreard,@emilyemond hmm.. i wonder how mario is doing. aww poor guy. i love love love him! he's fearless
575,1956451535,MarsElias,@brookeiloveyou You're link is weird in my computer...  It's like a spam ad. (
576,1680093039,chellypie,went to see mcfly last night at the hammersmith apollo  was one row away from the front practically in line with Dougie  totally amazing
577,1989893022,whereislena,@endlessblush Love it! Should I be talking to the hand?
578,1999833023,kayth1,making a second date of doom...
579,2052253843,jamieneish,work soon. can't be bothered
580,1998201096,_SamDas,@Zakk26 It's never going to be over! this is the worst week of my life i cant wait till summer!and i have to record tomorow
581,1990190168,xfftl8myheartx,AGH I really don't wanna go to work anymore atleast one that doesn't make me happy
582,1998522013,luciferweiner,so bored i need someone new to talk on the phone with. my tooth hurts  laying in bed thinking. call me if you want to end my boredom..
583,2233239518,justineeeeeeeee,I need a car  I miss my baby already.
584,1960230630,bijouboutique,@indieicing happy anni  we made 5yrs this year too!
585,2174890991,tigerbabe_4u_uk,"@Shayminn Hey u.how r ya..sascha (my daughter) left 4 Spain half AN hour ago, coach then flying..u know me &amp; flying.I need a vice grip  x"
586,1883616428,jmyles85,I love it when someone &quot;finds&quot; some work that has to be done before the end of a week a 4.30 on a Friday afternoon
587,1974494367,maryrivss,@kvrjmc93 hey dudes !
588,2236467664,gregfollower,Im so upset my twitter went bye bye.  ughh! lol.
589,1555692338,flashjunkie,"really needs to sort out this insomnia crap, 430am again and still wide awake "
590,2211149583,sofie_tofie,"got such a bad head, need some tablets "
591,2206437260,irenekapetanaki,@SnippyBitch you've never offered me any...
592,1556304433,TheUncleLouie,@BylliCrayone about to fall out. Just watched UFC. Poor Chuck Liddell
593,1969167693,saraswati81,"@isaywhatyoucant oh those are damn yummy! don't have those, here. "
594,1548837860,Green4GoodDavid,@ItsJustDi if nothing else see if they would be open to a 6 and 12 month performance review with opps for raises then
595,1469673380,SamHawkins,@briancurd Could you allow for DMs? I would prefer not to give my email out publically. Thanks
596,1975646790,joanslade,@jazjess i cant wait!
597,2262207403,cougfanakd102,"why can't joe and taylor be friends like miley and nick? cause last time i checked, miley talked about the relationship too... "
598,2176023398,GracieGirlPixie,Having a triumphant bacon sandwich after finishing painting my hall it now looks very clean
599,2176766559,AnnaArco,"@rosamundi You really shd strike while the sunburn's hot, but glad to hear it's improving "
600,1794098897,Susy412,"Back from Perth, just in time for lunch  Dvd to be done tonight and that'll give me 3 times this week, hoping for sunshine &amp; a long walk"
601,2187552584,stoov,just hung out with a really awesome cutie...i think stoov has a crush
602,2202126843,Jenn0687,@maeganwegley uhm....booooooooo. haha ugh these things hurt my head
603,1981934947,weiseldog,"@mariarosaria_mi im good, thanks "
604,2001111677,Ali_xxxxxx,  just got home
605,1834002793,Sofietje,@lugt what else is new?
606,2045338435,justinychiu,my feet is really getting sweaty and stinky
607,2264852254,lulu_bella76,@Keiron roast beef &amp; yorkshire puds is the order of the day. Unforetunately I'm the one cooking it - feeding the 5000 today
608,1548863573,ErynSkye,@officialnjonas G'nighters kiddo!
609,1753309953,livingbello,Omg soo tired! On my way home! Long busy day ; had fun meeting new people and catching up with some people!
610,2181676790,MileyCyrusFan94,@CyrusFan4Life aww i hope you feel better
611,2245757336,backformore,@STUDIOLAPIN How come? And what happened at the vet's?
612,1751737014,Dogbook,Wyatt  is sad about mom going back to work today  http://apps.facebook.com/dogbook/profile/view/6127999
613,2191818605,bsomerton,uuuugh .. its not very warm out
614,1833249540,kristycowie,@saraxo_ yeah Rogers  uurrggg crappy haha
615,1975189379,EsotericHue,nobodys talking to me today
616,2064675751,Marcelliuz,is not in a good mood !
617,2064647433,monicachung,@hankmoody_ Ok
618,1679910185,stevengsaunders,"@Jollybgood I'd show up, but I gotta get ready to take The Fam to FCBD!  Have fun!!"
619,2068880630,justjanis,@kezdugdale nevermind just saw it on the tv
620,2258559004,irenelikewhoa,Its raining here in OCMD
621,1573984752,byronrode,@Kerryash  welcome to twitter! How you doing?
622,2013781058,iamthepoet,I love the rain.  the smells the feel of the air.  perfection.  i hope tomorrow is just like today.
623,1971304213,Faerience,is at last on Twitter! Working on the new songs! Wishing everybody a good weekend!  Visit the youtube or the myspace pages in the meantime
624,1972882344,LauraMcVeigh,needs to get ready so she can go get p*ssed
625,1985167379,elleonna,i'm ready for the lift up keep steady beat.  enrlmnt later. miss my 1-4 friends. )
626,2059795244,lyracole,"@hollyking you cant now anyway, sorry "
627,1556877993,Coles0,"I really need to go to an MCR concert. Wish they'd come to gisborne, new zealand. Here that guys? not auckland or wellington GISBORNE NZ "
628,2050717083,a__money,"Home in NB. Bad day for animals! Roadkill count: 1 deer, 1 skunk, numerous porcupines and a big bloody smear. "
629,2065029597,Aeicha,"I'm off to Wytheville, VA for my &quot;little&quot; cousin's graduation! God I feel old "
630,1989038943,TristynTracy,Finals begin at 9:35 am tomorrow morning. I'm royally fucked
631,2189737298,carientouwen,Sleepy time. Good night and good morning to everyone
632,2061523277,pairadocsdesign,@g4yg33k @Arikodi     I know...  Oh well... guess I wait for next custom car show...  I'm very bummed.
633,1881427570,standupstrait,@oleolefootball they wont need to beat them n'castle &amp; middlesbro will ensure their safety
634,2214392488,faithgaskarth,"@lizzybarakat thanks boo, i really hope i didn't get you sick  i'm feeling out of it but i took tylenol or something &amp; i feel much better"
635,2176069189,5ummer,@pad4thai Hope you get better soon and come back to tweet w/ us na ka.
636,1470059389,LisaBarone,"@krow272 Yeah, I hear you. Sadly, I don't have $42 to spend on a stuffed red robot. "
637,2249815745,Soapiie,"@perezhilton its pretty cool, but no one ever comes to visit "
638,1686440754,KirkiiCannibal,exams tomorrow
639,2031189132,scarletmandy,@crusaderz4life thx for all the props at blip.fm  #youdabest
640,1793173951,ladiuniq,@Luscious521 hell naw I just got out the shower to get ready for work and u just getting smh  poor sista
641,1972098923,taconner,@rebeccanimrod I don't have any to make a cup!
642,2052736655,jennyelkathrea,@bellzluvedz oh... just turned 15.
643,1981819508,sonyajk,"@SuburbNews You're welcome.  We editorialized about Joint Finance on Saturday, too: http://twurl.cc/11bp @LeahVukmir legislation mentioned"
644,1687173272,blebling,"@essess So ugly. In and out within ten minutes. Going to see another today! All the good places are by Blue Goose, which is so far away "
645,1965952818,XOShelbsies,Shelby loves you all
646,1557615021,renee1112,@Bo_Matthews Thanks Bo and hello @sally1962 Sally!
647,1932758713,_Greyson_Rose_,@10TheDoctor10 That is alright. I have loads of fun anyways
648,2070963799,morrganhing,just got home and i have a bad cough
649,2045689201,jazster,@DakotaFanning9 Heyy  do u have myspace by any chance? Hope ur havin an awesome day. Am xcited 4 New Moon
650,1981184176,Sami_Jane,@CommonBlood Ellie i miss you  &lt;333
651,2264571039,paulyjt,@simongoble ha true... to be honest I mightve just pretended not to be me for a bit of fun haha. this weather is not appropriate.
652,2007521291,damac21,@candie_babay  it's ok I guess
653,1995828225,decdogg,@caughill Just a thopught.
654,1556315705,Angel_Fallen,"@dhewlett sounds like the best kind of birthday celebration, glad you had fun! Happy birthday from Australia "
655,2189000223,DrifterNigel,is on a ldr ....
656,2062562066,electromarkie,@nhoustonreed @PattinsonRobT @StewartKris luck on your film! We're already looking forward to that! God Bless guys and keep it up!
657,1975266237,abbeyjo,Www.myspace.com/jacksfancybuttons go there and be my freind
658,2068257103,E8_nguyen,@Dsalangsang I love roscoes!!!  you're lucky u can have it whenever u want!!!
659,2058344357,CharleneBx,Im pretty fed up of this bloke now
660,2214394516,MsNatalieC,It's about to rain  Going to the gym
661,1967164934,margaret__f,oh how I love tea
662,1980456449,GreenEyedEnigma,"thankd us for cooling them down, so we did it again when they were on their was back!  good times"
663,1991207636,bilalhouri,"@habibh Well, you can simply call it FF Yamli Add-on  and thank u for thinking abt us (toolbar haters)!"
664,2000664918,LetitiaIvy,is about to leave Angers
665,2001901016,andiej563, lost a follower! lol
666,2232486299,MelloD,"@mikequad thanks mike, it got better. just lots of people demanding things from me all at once.  hopefully tomorrow's less hectic."
667,1759351138,IdiotFest101,I need to buy myself a ukulele. And go to hawaii. And party it up. With my ukulele-playing friend @chr1st0pher .
668,1956092029,karynkelbaugh,i am sooo ready for photo friday @amberbishop thousands to choose from.
669,1969752487,rach3l2009,watchin tv bored and on phone with my best friend... misses him
670,1967005672,MommaDanddaboyz,"@alyssaavant i would say yes, as the po counts saturday as a business day for them "
671,1468361627,corrie_lea18,is going to be a long week! Funeral and work tomorrow!  ***143 JAC***
672,2064166473,sunshine_diva,Thanks Linda!  @lindadominique
673,2175645353,katwhite_,@extracheeese wow! how did you manage that one? congrats
674,1995678968,keithlowell,@healthyaddict Thanks for posting the vid.  http://bit.ly/7lyid
675,2058852909,KS0L0,In columbus visiting.. Sssssoooooo ready to geyt back to the A.
676,1879916591,shadez,"It's been ages since I watched TBBT, HIMYM and Heroes. My cousin has filled my 500GB external HDD with movies. "
677,2189306547,lourDAYS,job searching   but i found a really neat one at an adoption agency.  i hope i get it!!
678,2052913720,SelenaBabyXOXO,OMG! This laptop has GOT  the be the worst laptop alive  It's sooo slow! I'm starting to deteste HP!
679,2194652289,AlexisEssa,"Ugh who makes a doctors appointment for 10:30 am, thats way too early "
680,2248810036,tjohansen,Photo: rich-coffeetalk: Iâm so sorryâ¦ losing a dog is horrible  http://tumblr.com/xif23id5e
681,1999855931,eyycaiiit,"Bedtime, up at 6:30 (UGH) to go play mommy for @be_alive while she enrolls/orientates at the Hof "
682,1827863024,mtelles,"@jamesamolnar AH!! Congratulations James - YOU DID IT!! woohoo, so happy for the class of 2009 "
683,1995423551,SSL4AJ,@shynnee you make me sad.    I hope your OK though.  What are they going to do to correct this?
684,2201797426,blissery,"so i was able to catch the Colbert Report last night, and his haaaair *clutches chest* i want him to have his hair back  "
685,2228246343,Azbats,@itvprimeval No more primeval  - how many ITV shows has an International fanbase?
686,2203507884,CTK1,@mayhemstudios I'm here too. But no one is in my feed because of the new Twitter @replies that censors what I see from my chosen follows
687,1958086773,BisexualManiac,well us Brits have to wait a few more days for it!  I thought it was all gonna released at once! I guess it's worth the wait!
688,1981145214,kdr76,"@DietGirlMel Hey.. I checked out your blog a little &amp; I'm on a weight-loss mission and I knit, TOO!   "
689,1881338985,andrea652,Morning sun is up-hubby home wrkng right now so Rose &amp; I have to be quiet-shush!  Day 2 Zyrtec! Throat still scratchy but eyes are better!
690,1554101368,asic69,@hlao_roe the annoying thing was that we were acting consultants but the company didn't bother charging the customer the going rate
691,1676665916,NerdyNora,"Spent most of the day in bed. My back feels better, but Ive been super tired from the meds "
692,1565868976,lm2220,first day back to work and the sun comes out.
693,1827825745,muth3rfk3r,i havent felt this emo in a while
694,2053228415,BBBRYONYYY,Going to Bury soon mit Bethh. I would really like a new dress
695,1956825050,amandawhite,"@blooker68 Thanks, I checked it out! Good luck with your novels "
696,2234034366,Vonniebaby,@MissSolis not enough money for @drakkardnoir
697,2060835383,HarajukuBeauty,That was like the best bath ever...in there jammin to all my songs made me realize...I THINK I'M IN LOVE......OMG!!!!!
698,1988800049,xanderthe101,back to the grindstone for the same today
699,1971350523,robtot,@j_bennie Awww I don't get to be in your secret dole bludging club
700,1564165615,bunnyblogger,Off work ill - think I've got food poisoning! - scorching day outside too!
701,2244435658,Tito8181,- today's Grand Rounds brought me back to my Physiology and Cell Hell days
702,2229117458,HartzandSocks,@jerseyfool i don't see how my coolness factor has anything to do with that.  I think you just don't know what it means!
703,1975849664,Justpadme,Finally Home!
704,2189572979,PoloGee,@breeze_in you forgot about our plan to get famous
705,2065747171,allofthis,Lip postponed
706,2302762982,imbeeyo,@saintlellis the sun is gone.  it was such a nice day today1 beeasy
707,2248971868,farahhdibs,"Yawns, loads of stuff to do laaa. "
708,2324715443,appletartlet,@Lollipopins nah *relieved* however very emotionally draining I suspect...I'm already having flash backs
709,2003322253,graxa03,not feeling well.
710,1978664544,jwalls,@dinhternet i don't work great with center of attention. But thanks
711,1979166437,officialkillerk,@MGChislett Well it also says you wear many layers and your top quote is &quot;one rubberband ball&quot; from TAITV. LOL worthy
712,1573506285,FredoinGray,She hasn't called me.  Why wouldn't she call me?  I called her.  I thought she liked me.
713,2250844298,felicityfuller,@ladybug8320 excellent - no headache is very impressive lol - yes qualifications should be good but will be out so won't see them
714,2016656003,ElementalCub,"I'm so flippin tired! I don't wanna go to work !  in Roanoke, VA http://loopt.us/Oh_l1A.t"
715,2285596824,bimyou_bimyou,feeling like today will be a *very* long day. Web dev AND board and director standards?  Barley and grapes last night prob not helping.
716,1966184122,melindawarren1,@xXBinaryXx  Alright! Your re-added and now I am GET to slap you twice!!!
717,2263131426,courtney1602,having a gappy-fringe day. boo
718,1977739871,redoranda,I had a nightmare
719,2234178567,FashionGuru,Okaaaay.... what else is on? Deniro just shot Pacino
720,1825000193,honeybeehill,had bad dreams and got up at 6 a.m.
721,2051375679,megparmer,@aleshaperry @jtimberlake
722,1979249296,elysefromnelson,Eeee broken hair straigtner. My baby!
723,1984978397,alisonn_,I cannot sleep don't know whts wrong with me
724,2061967512,lilsurfgrl20,tired long day of car shopping..missin my bed at school..cp in the morning! new phone yesssir!!
725,2175458036,Mermann_,"FOLLOW ME, I'M NEW  #iremember"
726,1972526324,sayachan,awwww!! i went to shopping  luv hysteric glamour!! so cool!!! ....do you know hys?? my fav brand is HYS and BAPE  luv you!!
727,1882265004,giannasmiley,I miss @HeartMileyCyrus so MUCH!!
728,1835173030,niic0le27,Im watching tv and wondering why Greece didn't win  Eurovison
729,1970913916,xDedotUriex,saturday night always makes me boring.....
730,2191247613,annyellow754,Watching Ellen! Then off to work it is
731,1980238105,imbenmills,Do I really have to work tomorrow
732,1971218878,BARACKOKITTY,Good morning @Lettyma927 after a long WRONG nite I've prayed n let it go! Lord please shine ur light on me today
733,2188708870,jeffreecrunk,@ezeielspeaking hahaha im really thirsty   &lt;3 $Jeffree$
734,1825758253,elliewoodward,"@Emmie98 aw glad it was good!  hope the exam goes well tomorrow, im sure it will. haha you have to take the card in 2mro then aswell! xxxx"
735,2255051456,ejoleski,"@clairethegreat 'My god, did the waterworks start then.' Nagy: 'LMAO youre so funny emily' WOO! Aw he making me sad about end of year "
736,2210228780,Jaimyy_,lust saw the volvo but the colar wasn't silver but gray
737,2263652130,LEXXXRUGER,I just let my brother make a beat.... it was not cool
738,2306274109,tonyvisme,@mapletears yeah I've been drinking Captain Morgan with my best friend Angie now she's gone and I'm sitting here drunk and all alone
739,1687973541,bradrubio,"so far a good morning, ice cream social after church, got to talk to some of the church family. i passed on ice cream &amp; drank some coffee "
740,1984917635,swsjj,@seviorganics yum. looks good enought to eat
741,2186032306,scvff,"Told my wife to wait at walmart and I would call her back.  20 min. Later she calls me back.  Oops, I forgot to call her back.  "
742,1759042737,LinsBaby,I miss Alexis and Molly
743,2175769866,xlili3x,@Elementalists uhh well.. thats my private business dont butt in
744,2064128430,charingkam,i'm missing someone  @wreon rawr. i wana go on a cruise too!!
745,2016281293,diamondhead94,"@Lqdtnt Will do, sweets!!! I'm the short one, with the dutchboy bob...chasing a 2 yr old!!!  "
746,1970253921,keza34,@MandyMoos what you up to today to make you so busy?hows tinker? lol
747,2066951575,LauraEckstein,Don't feel good
748,2060171804,bvdaily,Just had a nice day with the fam  Always a pleasure seeing everybody.
749,1996999868,Cass_fryer,Going to try and get some shut eye and hope to wake up feeling replenished and ready for my interview. Wish me luck kids! Scared tbf!
750,1957122083,joyofzen,@GQbound I didn't end up really eating  had more snacks. sigh
751,1961486140,ConeseyGirl014,is off to an officer meeting and then sleep &amp; literature
752,2001456896,khaled,@abdulkarim interesting trivia  are you in contact with Nokia? :&gt;
753,2233875664,coelismall,Nick IS dating Miley (&lt;3) Kevin might propose to Danielle....... (idk...) joe has a girlfriend....  idk what to feel right now
754,1468992337,mcahogarth,@phinnia I love your good-night message. Even though I read them in the morning!
755,2200125103,brittneyjohn,I found my wallet. It was in my closet? Now I have lost my precious camera! I keep losing things.
756,2190910042,jellibeanso9,what a gloomy day!
757,2187503277,Adamfyre,@Sophie_Lhoste thank you for thanking her  and thank you for you
758,1555839218,corinnajoy,what a bad day for my teams...celtics and arsenal
759,2323898563,corenie,I am not Wellll! naughty vodka  !
760,2248436414,greeneyedgirl18,i broke my toe i have &amp; stiches and i cant do anything  i hate this
761,1962665044,SherylBreuker,@Kibler Me too. My only real plans involve cutting grass.  What are your plans? My sis will come in a week or 2. Rainbow parade...fun!
762,2064239233,renmiu,@dle90742 Maybe your body doesn't want to sleep anymore
763,1932646982,IAC_Heather,@BrentDPayne I am so sorry. I don't like seeing news like that.  It is going to be a rough week for you - rest now.
764,1975104338,jessicacurtis,i havent been on twitter all day =O haha. i'm soooo glad diversity won bgt
765,2064149180,EmpireClover,"Also, my arm kills. I completely forgot about the exhibition @ 10, so got there at 11 and had to hammer in my photo's in at superspeed "
766,2248317182,Caliguy510,Gggrrrrr... Loopt keeps crashing on me..
767,2187754103,deadfreedom,@BetaNyu Kansas City sucks  and IKR? xD Epic win.
768,1969783470,miss_fang,@varkz I need to see you
769,1686334670,formulacyan,British pronunciation of Stoner is Stowener
770,1970774688,airamrm,g0ing t0 the beach!  tankiu Jesus 4 an0ther dai
771,2241506009,xoEmoWIfexo,Ehhhh ...  :*( idk wat to do anymore ..  i feel like fucking shit right now .. I wish u can true me and be ok with me again ... :*(
772,2002398119,theholymoments,@alexholyroar awesome
773,1975275568,JBnVFCLover786,@fallbrooke i need s0me cheering up guys  i l0ve u
774,2058366488,crrystalbabe,Reading Seventeen mag on a Saturday.
775,2062447520,xxmeluhkneexx,"@donoogle_com I am pretty sure you're going to end up with your own dating show sometime soon. Like, NZ's The Bachelor. haha "
776,1550684102,blackberry129,Just hanging out and enjoying the sun
777,2004584733,Loloooooo,ahh school again=( i really hope it goes by faster than yesterday. excited to seee bt  sun come out!!
778,1881568581,DeHaywood,"I am excited for a very busy day at work! Several sales to be processed. Plus, lunch with an old friend. "
779,1680202691,moseyover,"@gingernaps Whee! Love you!  Especially since I have to wait for R2 - wish I had a region free laptop, maybe when I win the lottery... hee"
780,2177542010,chocothunda28,is soo happy that sun is out for a few hours today
781,1960390744,michaelmeloni,@macmuso not in Hobart sorry
782,1754157198,sharlynnx,@catiams hahaha yeh he really seemed excited. i really was laughing out load when i saw danny did that. haha we'll have to wait hun  xx(L)
783,1968888367,jessicaconnell,@mileycyrus what's wrong? Be happy  you have plenty of reasons to smile... Like your fans . (Me)
784,2190762572,taramartinnyc,"Good Morning! Wish me luck today on what will my first (but not last) presser! Lord, gimme strength! "
785,1990246350,chocomeow,"@SamBoscarino omg samantha now you have 207 followers!! where's my free autograph, please?  "
786,1573152372,DustinUrbanski,@nikkithebrat it's like your life depends on it right
787,2197497935,sircoolio,"my G1 is off right now, so Google Latitude isn't automagically updating my location "
788,2013993748,Yo_AdrianG,"@brandonxy A Texas guy! Man, I miss Texas/Texans so much!   haha"
789,1827125122,MrVido,@lancearmstrong hey cowboy! tomorrow it s holiday for the peloton  good lucky from tuesday ;)
790,2003951989,KaylaMGalina,Today was supposed to be mee getting all rested and un tired so why do I have a billion and 5 things to do before I work at 5.
791,1881241005,Jenneree,Stage 2: Just got a shower and I smell like passionfruit  http://tinyurl.com/outoqj
792,1751214997,xKurisutenx,TheFragile6426 yeah tell me bout it  *pebbles*
793,2266681002,xenon21,@mrjonathanlee Only on mine
794,1752385042,boratheexplorer,making mother's day gift
795,2068632298,laineeey,FINALLY got my heels for grad.
796,1983827644,littlemarybt,cant wait til play practice 2moro wish i didnt have to go to jr fair board  farmgirl@&lt;3
797,2047296803,xxmeggyxmayxx,Best thing  couldn't live without it. http://twitpic.com/6ow35
798,2048433652,_DivineMissM_,I CAN'T STOP COUGHING AND WHEEZING.  i sound like a kettle.  why???
799,1993411310,mcritz,@Vonster Who's the client? OCC?
800,1970435329,onmoonlightbay,Thanks for the #followfriday luv  @truckindogkarma
801,2058915075,JAJinPA,Hey @hawkcam But Portico returning is AWESOME!   (hawkcam live &gt; http://ustre.am/2f9i)
802,2302631592,sarahtheminx640,So weird being alone in bed  I miss luke more than I thought was possible! Can't sleep
803,2240519526,sezzio,"Is having a really bad time!!   everything is going wrong in my life, has god put a curse on me!!"
804,1985875795,midwestmarina,"@markriv It must be a small world  But haha so true, one can always rely on the good ol' Sun Times!"
805,2298261370,utroukx,I hate cake.  http://mypict.me/5eAO
806,2264692903,Melissa_73,donna what to do.  does anybody have any ideas?
807,1969156189,Cynthia8907,@faiza007 That is SO disgusting...I am barfing in my mouth.
808,2244219394,alixe_edwards,@april_miss I am so sorry to hear that babes  *hugs*
809,1824617974,venkdesh,hmmm... at office in the weekend... got to finish off some work
810,1833314783,awrd,@dreamingspires That's a long time to be happy
811,1691382765,lonemat,"@flamingokitty I Dunno, they don't tell me that sort of stuff "
812,1968677922,MaryfkaCrazy,@shar0869 Someone posted a video from that night &amp; said that they also taped I Alone with Chris &amp;  will load it later~I'm still waiting!
813,2031156345,bnzkiwi,changed background.life is flowing faster and faster but the countryside is beautiful.and a little motivation if you see the big picture
814,2016381056,Yuval_Kn,20 Minutes and the Tickets sale for MADONNA LIVE IN TEL AVIV starts !!!!!!
815,1833625939,ChristieJolene,That's dandy!
816,2299159898,Twigglet,@winstons_mum yeah ive done them i just need the motivation for everything else
